show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s5714,TV Show,Enola Holmes 399,Martin Scorsese,Ryan Gosling|Chris Evans,India,21-Aug-19,1991,TV-MA,7 Seasons,"Thriller, Crime",A thrilling adventure filled with suspense.
s5715,Movie,The Gray Man 23,Sam Hargrave,Ryan Gosling|Chris Evans,Japan,13-Jan-19,2000,PG-13,83 min,"Sci-Fi & Fantasy, Thriller",A thrilling adventure filled with suspense.
s5716,Movie,The Crown 609,Martin Scorsese,Úrsula Corberó|Álvaro Morte,Canada,8-Dec-16,1991,TV-14,144 min,"Sci-Fi & Fantasy, Comedy",A compelling story of courage and survival.
s5717,TV Show,Wednesday Files 352,The Duffer Brothers,Ryan Reynolds|Gal Gadot,South Korea,21-May-26,1998,PG,3 Seasons,"Crime, Romance",A compelling story of courage and survival.
s5718,Movie,Manifest 737,The Duffer Brothers,Úrsula Corberó|Álvaro Morte,Brazil,30-Aug-24,2000,TV-MA,159 min,"Comedy, Action & Adventure",A thrilling adventure filled with suspense.
s5719,TV Show,Manifest 463,Sam Hargrave,Úrsula Corberó|Álvaro Morte,South Korea,6-Oct-22,2014,PG-13,8 Seasons,"Documentaries, Thriller",A mystery unfolds with unexpected twists.
s5720,Movie,Extraction 27,Álex Pina,Úrsula Corberó|Álvaro Morte,Japan,29-Aug-19,1990,TV-14,153 min,"Documentaries, Romance",A mystery unfolds with unexpected twists.
s5721,TV Show,Enola Holmes 520,Harry Bradbeer,Robert De Niro|Al Pacino,United States,10-Jan-21,2023,R,7 Seasons,"Action & Adventure, Documentaries",A mystery unfolds with unexpected twists.
s5722,Movie,Ozark 800,Anthony Russo,Millie Bobby Brown|Finn Wolfhard,United Kingdom,16-Dec-20,2025,TV-14,111 min,"Crime, Documentaries",An emotional journey of hope and resilience.
s5723,TV Show,Money Heist 49,Hwang Dong-hyuk,Millie Bobby Brown|Finn Wolfhard,Spain,9-Nov-18,2024,TV-MA,5 Seasons,"Crime, Romance",Friends face extraordinary challenges together.
s5724,TV Show,Outer Banks 524,Sam Hargrave,Ryan Reynolds|Gal Gadot,India,17-Jun-26,2023,PG-13,5 Seasons,"Drama, Sci-Fi & Fantasy",A compelling story of courage and survival.
s5725,TV Show,Outer Banks 235,Harry Bradbeer,Henry Cavill|Sam Claflin,Canada,9-Dec-19,2014,PG-13,6 Seasons,"Romance, Documentaries",A compelling story of courage and survival.
s5726,Movie,The Irishman 491,Martin Scorsese,Henry Cavill|Sam Claflin,Spain,27-Aug-20,2016,PG,171 min,"Sci-Fi & Fantasy, Crime",An emotional journey of hope and resilience.
s5727,TV Show,Manifest 661,Martin Scorsese,Robert De Niro|Al Pacino,Spain,7-Nov-19,2016,TV-14,4 Seasons,"Sci-Fi & Fantasy, Thriller",A compelling story of courage and survival.
s5728,TV Show,Extraction 264,Álex Pina,Henry Cavill|Sam Claflin,United States,11-Apr-26,2012,PG,8 Seasons,"Sci-Fi & Fantasy, Action & Adventure",A thrilling adventure filled with suspense.
s5729,Movie,Squid Game 595,Shawn Levy,Millie Bobby Brown|Finn Wolfhard,Germany,7-Mar-19,1990,R,122 min,"Documentaries, Action & Adventure",Friends face extraordinary challenges together.
s5730,Movie,Outer Banks 208,Shawn Levy,Ryan Reynolds|Gal Gadot,Canada,13-May-26,2023,PG-13,87 min,"Romance, Documentaries",An emotional journey of hope and resilience.
s5731,TV Show,Wednesday 563,Rawson Marshall Thurber,Chris Hemsworth|Rudhraksh Jaiswal,France,10-Jul-23,2010,PG-13,5 Seasons,"Comedy, Action & Adventure",A compelling story of courage and survival.
s5732,TV Show,Money Heist 31,Anthony Russo,Ryan Gosling|Chris Evans,France,1-Jan-22,2002,TV-14,8 Seasons,"Romance, Comedy",Friends face extraordinary challenges together.
s5733,TV Show,The Irishman 962,Anthony Russo,Lee Jung-jae|Park Hae-soo,Germany,19-Sep-15,2016,PG,4 Seasons,"Thriller, Action & Adventure",A mystery unfolds with unexpected twists.
s5734,TV Show,Bridgerton 924,Sam Hargrave,Ryan Gosling|Chris Evans,United States,9-Oct-23,2004,TV-14,7 Seasons,"Comedy, Drama",A thrilling adventure filled with suspense.
s5735,TV Show,Wednesday 367,Rawson Marshall Thurber,Lee Jung-jae|Park Hae-soo,Brazil,19-Aug-24,2026,R,6 Seasons,"Sci-Fi & Fantasy, Action & Adventure",A compelling story of courage and survival.
s5736,TV Show,Manifest 209,Tim Burton,Lee Jung-jae|Park Hae-soo,France,21-Mar-24,1999,R,2 Seasons,"Drama, Sci-Fi & Fantasy",A thrilling adventure filled with suspense.
s5737,Movie,Red Notice 383,Hwang Dong-hyuk,Ryan Gosling|Chris Evans,United States,16-Jun-17,2000,TV-14,137 min,"Thriller, Crime",An emotional journey of hope and resilience.
s5738,Movie,Enola Holmes 156,Álex Pina,Jenna Ortega|Luis Guzmán,United Kingdom,30-Dec-24,2007,TV-14,110 min,"Documentaries, Action & Adventure",An emotional journey of hope and resilience.
s5739,Movie,Stranger Things 353,Hwang Dong-hyuk,Ryan Gosling|Chris Evans,Brazil,21-Jul-24,2018,TV-MA,88 min,"Crime, Drama",A compelling story of courage and survival.
s5740,TV Show,Bridgerton 855,Shawn Levy,Ryan Gosling|Chris Evans,Spain,26-Nov-24,1997,PG,8 Seasons,"Thriller, Sci-Fi & Fantasy",A compelling story of courage and survival.
s5741,TV Show,Manifest 770,Joe Russo,Chris Hemsworth|Rudhraksh Jaiswal,India,3-Jun-25,2023,R,3 Seasons,"Comedy, Sci-Fi & Fantasy",A thrilling adventure filled with suspense.
s5742,Movie,Squid Game 38,Tim Burton,Ryan Gosling|Chris Evans,United States,16-Apr-21,2022,TV-14,162 min,"Crime, Documentaries",An emotional journey of hope and resilience.
s5743,TV Show,Dark 662,Rawson Marshall Thurber,Ryan Reynolds|Gal Gadot,Germany,6-Oct-19,2010,R,5 Seasons,"Sci-Fi & Fantasy, Comedy",A compelling story of courage and survival.
s5744,TV Show,Wednesday Files 184,The Duffer Brothers,Lee Jung-jae|Park Hae-soo,France,18-Aug-20,2019,PG,6 Seasons,"Romance, Thriller",Friends face extraordinary challenges together.
s5745,Movie,The Crown 574,The Duffer Brothers,Chris Hemsworth|Rudhraksh Jaiswal,South Korea,7-Mar-24,2011,TV-14,171 min,"Action & Adventure, Crime",Friends face extraordinary challenges together.
s5746,Movie,The Gray Man 501,Sam Hargrave,Úrsula Corberó|Álvaro Morte,United Kingdom,26-Jun-19,2015,PG,176 min,"Drama, Sci-Fi & Fantasy",A compelling story of courage and survival.
s5747,TV Show,You 585,Martin Scorsese,Jenna Ortega|Luis Guzmán,United States,5-Jun-21,2023,PG,5 Seasons,"Action & Adventure, Romance",A mystery unfolds with unexpected twists.
s5748,Movie,Outer Banks 978,Tim Burton,Chris Hemsworth|Rudhraksh Jaiswal,Canada,13-Jun-17,2020,R,120 min,"Romance, Documentaries",Friends face extraordinary challenges together.
s5749,TV Show,Wednesday 826,Tim Burton,Ryan Reynolds|Gal Gadot,Canada,18-Sep-24,1999,R,3 Seasons,"Documentaries, Drama",A compelling story of courage and survival.
s5750,Movie,Narcos 162,Rawson Marshall Thurber,Ryan Gosling|Chris Evans,Canada,26-Jan-16,1999,TV-MA,148 min,"Action & Adventure, Romance",A thrilling adventure filled with suspense.
s5751,TV Show,Squid Game 298,Sam Hargrave,Lee Jung-jae|Park Hae-soo,France,12-Jun-18,1999,R,7 Seasons,"Action & Adventure, Crime",A compelling story of courage and survival.
s5752,TV Show,Squid Game 376,Joe Russo,Ryan Gosling|Chris Evans,Japan,9-Nov-22,1993,TV-14,7 Seasons,"Documentaries, Drama",A mystery unfolds with unexpected twists.
s5753,Movie,Outer Banks 928,Anthony Russo,Robert De Niro|Al Pacino,Japan,23-Feb-16,2012,TV-14,83 min,"Action & Adventure, Documentaries",A mystery unfolds with unexpected twists.
s5754,TV Show,Wednesday 999,Shawn Levy,Lee Jung-jae|Park Hae-soo,India,17-Apr-25,2025,PG,4 Seasons,"Romance, Sci-Fi & Fantasy",A compelling story of courage and survival.
s5755,Movie,You 83,The Duffer Brothers,Henry Cavill|Sam Claflin,Japan,6-Aug-25,2011,R,166 min,"Comedy, Action & Adventure",An emotional journey of hope and resilience.
s5756,Movie,Stranger Things 242,Hwang Dong-hyuk,Úrsula Corberó|Álvaro Morte,Japan,18-Aug-24,2023,PG,142 min,"Drama, Sci-Fi & Fantasy",A mystery unfolds with unexpected twists.
s5757,Movie,Lucifer 81,Anthony Russo,Ryan Gosling|Chris Evans,United Kingdom,2-Mar-23,1996,TV-MA,148 min,"Drama, Romance",A compelling story of courage and survival.
s5758,TV Show,Outer Banks 774,Rawson Marshall Thurber,Ryan Reynolds|Gal Gadot,France,27-Jul-16,2011,PG-13,8 Seasons,"Crime, Romance",An emotional journey of hope and resilience.
s5759,Movie,The Gray Man 923,Álex Pina,Ryan Reynolds|Gal Gadot,Germany,27-Mar-16,2016,TV-MA,178 min,"Sci-Fi & Fantasy, Thriller",A thrilling adventure filled with suspense.
s5760,Movie,Bridgerton 649,Rawson Marshall Thurber,Jenna Ortega|Luis Guzmán,Spain,7-Mar-18,2020,R,81 min,"Thriller, Documentaries",A mystery unfolds with unexpected twists.
s5761,Movie,Squid Game 484,Martin Scorsese,Chris Hemsworth|Rudhraksh Jaiswal,United Kingdom,25-Jun-17,2015,TV-MA,105 min,"Crime, Thriller",A thrilling adventure filled with suspense.
s5762,Movie,Outer Banks 167,Sam Hargrave,Ryan Gosling|Chris Evans,United Kingdom,12-Sep-23,1993,TV-MA,126 min,"Thriller, Action & Adventure",A thrilling adventure filled with suspense.
s5763,Movie,Lucifer 448,Sam Hargrave,Ryan Reynolds|Gal Gadot,United Kingdom,5-Jun-26,2022,PG-13,107 min,"Action & Adventure, Sci-Fi & Fantasy",A compelling story of courage and survival.
s5764,Movie,The Gray Man 123,Hwang Dong-hyuk,Ryan Gosling|Chris Evans,Germany,27-May-15,2024,PG,145 min,"Thriller, Action & Adventure",An emotional journey of hope and resilience.
s5765,Movie,Manifest 192,Harry Bradbeer,Ryan Gosling|Chris Evans,Spain,31-Oct-22,2021,PG,99 min,"Documentaries, Sci-Fi & Fantasy",An emotional journey of hope and resilience.
s5766,Movie,Wednesday Files 916,Shawn Levy,Henry Cavill|Sam Claflin,Japan,6-Jun-22,2024,TV-MA,113 min,"Thriller, Comedy",An emotional journey of hope and resilience.
s5767,Movie,Stranger Things 203,Tim Burton,Henry Cavill|Sam Claflin,Germany,10-Jan-26,2000,TV-14,175 min,"Action & Adventure, Crime",A mystery unfolds with unexpected twists.
s5768,TV Show,The Gray Man 903,The Duffer Brothers,Lee Jung-jae|Park Hae-soo,United States,29-Jan-17,2013,PG,5 Seasons,"Sci-Fi & Fantasy, Romance",Friends face extraordinary challenges together.
s5769,Movie,The Adam Project 498,Anthony Russo,Robert De Niro|Al Pacino,Spain,11-Jul-22,2001,PG,177 min,"Comedy, Documentaries",A mystery unfolds with unexpected twists.
s5770,Movie,Extraction 816,Tim Burton,Millie Bobby Brown|Finn Wolfhard,Brazil,11-Sep-25,1997,PG,178 min,"Comedy, Drama",A mystery unfolds with unexpected twists.
s5771,Movie,Manifest 579,Joe Russo,Lee Jung-jae|Park Hae-soo,Canada,19-Apr-25,2003,PG-13,135 min,"Drama, Documentaries",Friends face extraordinary challenges together.
s5772,TV Show,Lucifer 622,Rawson Marshall Thurber,Jenna Ortega|Luis Guzmán,Japan,1-Sep-22,2013,TV-14,5 Seasons,"Documentaries, Comedy",A mystery unfolds with unexpected twists.
s5773,Movie,Outer Banks 895,Anthony Russo,Úrsula Corberó|Álvaro Morte,Japan,23-Nov-23,1999,PG,96 min,"Sci-Fi & Fantasy, Action & Adventure",An emotional journey of hope and resilience.
s5774,TV Show,The Irishman 387,Hwang Dong-hyuk,Robert De Niro|Al Pacino,India,31-Aug-18,2008,TV-14,2 Seasons,"Romance, Sci-Fi & Fantasy",A thrilling adventure filled with suspense.
s5775,Movie,Stranger Things 355,The Duffer Brothers,Robert De Niro|Al Pacino,Spain,28-Feb-17,2009,TV-MA,82 min,"Action & Adventure, Sci-Fi & Fantasy",A mystery unfolds with unexpected twists.
s5776,Movie,Enola Holmes 520,Hwang Dong-hyuk,Lee Jung-jae|Park Hae-soo,United States,15-Dec-22,2017,PG,140 min,"Drama, Documentaries",A thrilling adventure filled with suspense.
s5777,TV Show,Lucifer 571,Tim Burton,Ryan Gosling|Chris Evans,Spain,17-Oct-23,2021,PG-13,5 Seasons,"Action & Adventure, Documentaries",A mystery unfolds with unexpected twists.
s5778,Movie,Outer Banks 646,Hwang Dong-hyuk,Úrsula Corberó|Álvaro Morte,India,3-Jun-22,2024,TV-MA,75 min,"Sci-Fi & Fantasy, Crime",Friends face extraordinary challenges together.
s5779,TV Show,Ozark 39,Anthony Russo,Chris Hemsworth|Rudhraksh Jaiswal,Canada,30-Jul-15,2007,R,5 Seasons,"Drama, Thriller",A compelling story of courage and survival.
s5780,Movie,The Irishman 473,Martin Scorsese,Ryan Gosling|Chris Evans,India,1-Jun-24,1991,PG,117 min,"Drama, Documentaries",An emotional journey of hope and resilience.
s5781,Movie,Wednesday Files 644,Anthony Russo,Úrsula Corberó|Álvaro Morte,Japan,9-May-17,1999,R,137 min,"Comedy, Thriller",A mystery unfolds with unexpected twists.
s5782,TV Show,Lucifer 592,Álex Pina,Robert De Niro|Al Pacino,Spain,26-Dec-21,1994,TV-MA,1 Seasons,"Crime, Documentaries",Friends face extraordinary challenges together.
s5783,TV Show,The Adam Project 220,Sam Hargrave,Henry Cavill|Sam Claflin,United Kingdom,11-Jun-24,2023,R,2 Seasons,"Thriller, Documentaries",A mystery unfolds with unexpected twists.
s5784,Movie,Squid Game 869,Shawn Levy,Henry Cavill|Sam Claflin,Germany,17-Mar-25,2016,R,80 min,"Action & Adventure, Romance",An emotional journey of hope and resilience.
s5785,TV Show,Money Heist 602,Harry Bradbeer,Henry Cavill|Sam Claflin,Germany,24-Dec-25,2019,TV-14,6 Seasons,"Thriller, Drama",A mystery unfolds with unexpected twists.
s5786,TV Show,You 417,Harry Bradbeer,Chris Hemsworth|Rudhraksh Jaiswal,France,13-Aug-25,2010,R,6 Seasons,"Sci-Fi & Fantasy, Drama",A thrilling adventure filled with suspense.
s5787,Movie,The Irishman 169,Martin Scorsese,Ryan Gosling|Chris Evans,South Korea,1-Aug-19,2015,TV-14,79 min,"Drama, Thriller",A mystery unfolds with unexpected twists.
s5788,TV Show,Enola Holmes 427,Shawn Levy,Millie Bobby Brown|Finn Wolfhard,India,30-Mar-26,1991,TV-14,3 Seasons,"Action & Adventure, Sci-Fi & Fantasy",A mystery unfolds with unexpected twists.
s5789,Movie,Red Notice 181,Joe Russo,Millie Bobby Brown|Finn Wolfhard,Brazil,17-Jun-26,1999,R,167 min,"Drama, Comedy",A compelling story of courage and survival.
s5790,TV Show,The Irishman 762,Joe Russo,Robert De Niro|Al Pacino,Germany,13-Aug-18,1995,PG-13,2 Seasons,"Documentaries, Comedy",An emotional journey of hope and resilience.
s5791,Movie,Manifest 202,Joe Russo,Úrsula Corberó|Álvaro Morte,France,2-Jul-25,2023,TV-MA,119 min,"Action & Adventure, Comedy",A compelling story of courage and survival.
s5792,TV Show,Ozark 142,Joe Russo,Ryan Reynolds|Gal Gadot,United States,1-May-18,1994,TV-MA,4 Seasons,"Comedy, Documentaries",A thrilling adventure filled with suspense.
s5793,Movie,Manifest 539,The Duffer Brothers,Ryan Reynolds|Gal Gadot,India,7-Oct-19,1999,TV-14,136 min,"Comedy, Documentaries",Friends face extraordinary challenges together.
s5794,Movie,Dark 967,Tim Burton,Chris Hemsworth|Rudhraksh Jaiswal,United States,25-Apr-24,1994,TV-MA,170 min,"Documentaries, Romance",Friends face extraordinary challenges together.
s5795,TV Show,Dark 721,Martin Scorsese,Ryan Reynolds|Gal Gadot,Brazil,21-Jan-16,2026,TV-MA,3 Seasons,"Comedy, Sci-Fi & Fantasy",A mystery unfolds with unexpected twists.
s5796,Movie,Red Notice 523,Anthony Russo,Chris Hemsworth|Rudhraksh Jaiswal,India,25-Apr-26,1994,PG,116 min,"Drama, Crime",Friends face extraordinary challenges together.
s5797,Movie,Ozark 62,Shawn Levy,Chris Hemsworth|Rudhraksh Jaiswal,United Kingdom,16-Aug-18,2022,PG-13,96 min,"Crime, Drama",An emotional journey of hope and resilience.
s5798,Movie,Extraction 200,Hwang Dong-hyuk,Ryan Reynolds|Gal Gadot,Brazil,26-Jun-25,2021,TV-14,125 min,"Drama, Thriller",An emotional journey of hope and resilience.
s5799,Movie,Lucifer 934,Shawn Levy,Chris Hemsworth|Rudhraksh Jaiswal,United States,25-May-20,2007,PG,111 min,"Comedy, Action & Adventure",A compelling story of courage and survival.
s5800,TV Show,Money Heist 807,Álex Pina,Robert De Niro|Al Pacino,France,2-Apr-26,1994,TV-MA,7 Seasons,"Crime, Sci-Fi & Fantasy",A thrilling adventure filled with suspense.
s5801,TV Show,Wednesday Files 67,Tim Burton,Lee Jung-jae|Park Hae-soo,Canada,11-Aug-22,2004,PG-13,4 Seasons,"Action & Adventure, Documentaries",A mystery unfolds with unexpected twists.
s5802,Movie,Enola Holmes 700,Sam Hargrave,Millie Bobby Brown|Finn Wolfhard,Japan,9-Feb-19,2011,TV-MA,120 min,"Comedy, Thriller",An emotional journey of hope and resilience.
s5803,Movie,The Gray Man 941,Harry Bradbeer,Ryan Gosling|Chris Evans,South Korea,16-Jun-24,1992,PG,120 min,"Crime, Sci-Fi & Fantasy",An emotional journey of hope and resilience.
s5804,Movie,Dark 462,Álex Pina,Chris Hemsworth|Rudhraksh Jaiswal,Japan,29-Apr-23,1991,PG-13,87 min,"Documentaries, Action & Adventure",A mystery unfolds with unexpected twists.
s5805,TV Show,Bridgerton 74,Martin Scorsese,Ryan Gosling|Chris Evans,India,15-Dec-17,1992,PG,7 Seasons,"Action & Adventure, Romance",A compelling story of courage and survival.
s5806,Movie,The Gray Man 944,Anthony Russo,Úrsula Corberó|Álvaro Morte,Germany,8-Aug-25,2014,R,77 min,"Action & Adventure, Romance",An emotional journey of hope and resilience.
s5807,Movie,You 22,Martin Scorsese,Lee Jung-jae|Park Hae-soo,Germany,21-Jun-25,2014,TV-MA,116 min,"Romance, Sci-Fi & Fantasy",A compelling story of courage and survival.
s5808,Movie,Enola Holmes 267,Álex Pina,Robert De Niro|Al Pacino,Canada,14-Feb-22,1993,PG-13,180 min,"Sci-Fi & Fantasy, Documentaries",A compelling story of courage and survival.
s5809,TV Show,Enola Holmes 782,Hwang Dong-hyuk,Millie Bobby Brown|Finn Wolfhard,South Korea,9-Nov-21,2016,R,5 Seasons,"Action & Adventure, Thriller",A mystery unfolds with unexpected twists.
s5810,Movie,Wednesday Files 916,Anthony Russo,Chris Hemsworth|Rudhraksh Jaiswal,Brazil,10-Nov-19,2023,TV-MA,128 min,"Thriller, Sci-Fi & Fantasy",A thrilling adventure filled with suspense.
s5811,Movie,Wednesday 327,Anthony Russo,Jenna Ortega|Luis Guzmán,Brazil,28-Oct-21,2000,PG-13,110 min,"Documentaries, Thriller",A mystery unfolds with unexpected twists.
s5812,Movie,You 633,Hwang Dong-hyuk,Ryan Gosling|Chris Evans,India,16-Apr-23,2015,TV-MA,99 min,"Drama, Documentaries",A thrilling adventure filled with suspense.
s5813,Movie,Lucifer 514,Álex Pina,Chris Hemsworth|Rudhraksh Jaiswal,Germany,9-Jun-20,2020,R,89 min,"Documentaries, Crime",An emotional journey of hope and resilience.
s5814,Movie,Extraction 589,Martin Scorsese,Lee Jung-jae|Park Hae-soo,Japan,1-Jun-20,1999,PG,148 min,"Sci-Fi & Fantasy, Drama",A compelling story of courage and survival.
s5815,Movie,Ozark 27,Hwang Dong-hyuk,Millie Bobby Brown|Finn Wolfhard,France,12-Mar-19,2014,PG-13,128 min,"Drama, Action & Adventure",A compelling story of courage and survival.
s5816,TV Show,Dark 759,Anthony Russo,Jenna Ortega|Luis Guzmán,Germany,4-Feb-19,2023,R,1 Seasons,"Documentaries, Comedy",A mystery unfolds with unexpected twists.
s5817,TV Show,Red Notice 270,Shawn Levy,Ryan Reynolds|Gal Gadot,United Kingdom,29-Nov-24,2007,TV-MA,1 Seasons,"Romance, Crime",A compelling story of courage and survival.
s5818,TV Show,The Gray Man 968,Álex Pina,Lee Jung-jae|Park Hae-soo,Spain,24-Jan-18,1992,R,8 Seasons,"Drama, Action & Adventure",A thrilling adventure filled with suspense.
s5819,Movie,Money Heist 692,Hwang Dong-hyuk,Jenna Ortega|Luis Guzmán,Canada,4-Apr-16,1997,R,172 min,"Romance, Action & Adventure",A mystery unfolds with unexpected twists.
s5820,Movie,Ozark 47,Tim Burton,Úrsula Corberó|Álvaro Morte,India,12-May-23,2005,PG-13,108 min,"Sci-Fi & Fantasy, Crime",Friends face extraordinary challenges together.
s5821,TV Show,Narcos 367,Martin Scorsese,Úrsula Corberó|Álvaro Morte,Japan,23-Sep-22,1996,PG,2 Seasons,"Drama, Documentaries",A mystery unfolds with unexpected twists.
s5822,TV Show,Stranger Things 447,The Duffer Brothers,Jenna Ortega|Luis Guzmán,United States,15-Jun-26,1995,TV-14,4 Seasons,"Drama, Comedy",A compelling story of courage and survival.
s5823,TV Show,The Irishman 50,Álex Pina,Ryan Gosling|Chris Evans,Japan,27-Jan-24,2026,PG,3 Seasons,"Documentaries, Action & Adventure",A mystery unfolds with unexpected twists.
